rank	name	country	gender	birthday	rating	age	title
436.	Nijboer, Friso 	NED	M	1965	2559	50	GM
437.	Shulman, Yury 	USA	M	1975	2559	40	GM
438.	Jankovic, Alojzije 	CRO	M	1983	2559	32	GM
439.	Rusev, Krasimir 	BUL	M	1983	2558	32	GM
440.	Rychagov, Andrey 	RUS	M	1979	2558	36	GM
441.	Hickl, Joerg 	GER	M	1965	2558	50	GM
442.	Golod, Vitali 	ISR	M	1971	2558	44	GM
443.	Burmakin, Vladimir 	RUS	M	1967	2557	48	GM
444.	Bogner, Sebastian 	SUI	M	1991	2557	24	GM
445.	Stripunsky, Alexander 	USA	M	1970	2557	45	GM
446.	Hansen, Lars Bo 	DEN	M	1968	2557	47	GM
447.	Degraeve, Jean-Marc 	FRA	M	1971	2557	44	GM
448.	Nevednichy, Vladislav 	ROU	M	1969	2557	46	GM
449.	Pelletier, Yannick 	SUI	M	1976	2557	39	GM
450.	Bortnyk, Olexandr 	UKR	M	1996	2557	19	GM
451.	Lalith, Babu M.R. 	IND	M	1993	2557	22	GM
452.	Palo, Davor 	DEN	M	1985	2556	30	GM
453.	Zakhartsov, Viacheslav V. 	RUS	M	1968	2556	47	GM
454.	Kunin, Vitaly 	GER	M	1983	2556	32	GM
455.	Tarlev, Konstantin 	UKR	M	1987	2556	28	GM
456.	Sevian, Samuel 	USA	M	2000	2556	15	GM
457.	Adianto, Utut 	INA	M	1965	2556	50	GM
458.	Berdichevski, Igor 	RUS	M	1964	2555	51	GM
459.	Forcen Esteban, Daniel 	ESP	M	1994	2555	21	IM
460.	Bosiocic, Marin 	CRO	M	1988	2555	27	GM
461.	Pigusov, Evgeny 	RUS	M	1961	2555	54	GM
462.	Megaranto, Susanto 	INA	M	1987	2554	28	GM
463.	Babula, Vlastimil 	CZE	M	1973	2554	42	GM
464.	Chuchelov, Vladimir 	BEL	M	1969	2554	46	GM
465.	Jakubowski, Krzysztof 	POL	M	1983	2554	32	GM
466.	Ftacnik, Lubomir 	SVK	M	1957	2554	58	GM
467.	Fedorov, Alexei 	BLR	M	1972	2553	43	GM
468.	Brunello, Sabino 	ITA	M	1989	2553	26	GM
469.	Gagunashvili, Merab 	GEO	M	1985	2553	30	GM
470.	Gonzalez Vidal, Yuri 	CUB	M	1981	2553	34	GM
471.	Filippov, Valerij 	RUS	M	1975	2553	40	GM
472.	Goldin, Alexander 	USA	M	1964	2553	51	GM
473.	Kotsur, Pavel 	KAZ	M	1974	2552	41	GM
474.	Boensch, Uwe 	GER	M	1958	2552	57	GM
475.	Pap, Gyula 	HUN	M	1991	2552	24	GM
476.	Panarin, Mikhail 	RUS	M	1983	2551	32	GM
477.	Smagin, Sergey 	RUS	M	1958	2551	57	GM
478.	Fontaine, Robert 	FRA	M	1980	2551	35	GM
479.	Mekhitarian, Krikor Sevag 	BRA	M	1986	2551	29	GM
480.	Lagarde, Maxime 	FRA	M	1994	2550	21	GM
481.	Hellsten, Johan 	SWE	M	1975	2550	40	GM
482.	Al-Modiahki, Mohamad 	QAT	M	1974	2550	41	GM
483.	Miladinovic, Igor 	SRB	M	1974	2550	41	GM
484.	Sedlak, Nikola 	SRB	M	1983	2550	32	GM
485.	Chatalbashev, Boris 	BUL	M	1974	2550	41	GM
486.	Ghosh, Diptayan 	IND	M	1998	2550	17	IM
487.	Dzindzichashvili, Roman 	USA	M	1944	2550	71	GM
488.	Kotronias, Vasilios 	GRE	M	1964	2550	51	GM
489.	Lafuente, Pablo 	ARG	M	1985	2550	30	GM
490.	Rogic, Davor 	CRO	M	1971	2550	44	GM
491.	Epishin, Vladimir 	RUS	M	1965	2549	50	GM
492.	Gonda, Laszlo 	HUN	M	1988	2549	27	GM
493.	Muzychuk, Anna 	UKR	F	1990	2549	25	GM
494.	Olafsson, Helgi 	ISL	M	1956	2549	59	GM
495.	Spassky, Boris V. 	RUS	M	1937	2548	78	GM
496.	Van Foreest, Jorden 	NED	M	1999	2548	16	IM
497.	Nechepurenko, Roman V. 	RUS	M	1988	2548	27	FM
498.	Olszewski, Michal 	POL	M	1989	2548	26	GM
499.	Sturua, Zurab 	GEO	M	1959	2548	56	GM
500.	Ismagambetov, Anuar 	KAZ	M	1986	2548	29	GM
501.	Zinchenko, Yaroslav 	UKR	M	1987	2547	28	GM
502.	Rozum, Ivan 	RUS	M	1991	2547	24	GM
503.	Rambaldi, Francesco 	ITA	M	1999	2547	16	IM
504.	Ruck, Robert 	HUN	M	1977	2547	38	GM
505.	Panchanathan, Magesh Chandran 	IND	M	1983	2547	32	GM
506.	Kuljasevic, Davorin 	CRO	M	1986	2546	29	GM
507.	Djukic, Nikola 	MNE	M	1983	2546	32	GM
508.	Zhao, Zong-Yuan 	AUS	M	1986	2546	29	GM
509.	Heimann, Andreas 	GER	M	1992	2546	23	IM
510.	Hillarp Persson, Tiger 	SWE	M	1970	2546	45	GM
511.	Obregon Rivero, Juan Carlos 	CUB	M	1989	2546	26	IM
512.	Bajarani, Ulvi 	AZE	M	1995	2546	20	GM
513.	Gurevich, Mikhail 	BEL	M	1959	2546	56	GM
514.	Antal, Gergely 	HUN	M	1985	2546	30	GM
515.	Kovalev, Vladislav 	BLR	M	1994	2546	21	GM
516.	Demuth, Adrien 	FRA	M	1991	2545	24	GM
517.	Kengis, Edvins 	LAT	M	1959	2545	56	GM
518.	Ibarra Jerez, Jose Carlos 	ESP	M	1985	2545	30	GM
519.	Naumann, Alexander 	GER	M	1979	2545	36	GM
520.	Ruban, Vadim 	RUS	M	1964	2545	51	GM
521.	Gabrielian, Artur 	RUS	M	1982	2545	33	GM
522.	Hevia Alejano, Carlos Antonio 	CUB	M	1991	2545	24	GM
523.	Rogers, Ian 	AUS	M	1960	2545	55	GM
524.	Benjamin, Joel 	USA	M	1964	2544	51	GM
525.	Skoberne, Jure 	SLO	M	1987	2544	28	GM
526.	Bernadskiy, Vitaliy 	UKR	M	1994	2544	21	GM
527.	Magem Badals, Jordi 	ESP	M	1967	2543	48	GM
528.	Wahls, Matthias 	GER	M	1968	2543	47	GM
529.	Pinter, Jozsef 	HUN	M	1953	2543	62	GM
530.	Kiriakov, Petr 	RUS	M	1975	2543	40	GM
531.	Nikolov, Momchil 	BUL	M	1985	2543	30	GM
532.	Svane, Rasmus 	GER	M	1997	2543	18	IM
533.	Ju, Wenjun 	CHN	F	1991	2542	24	GM
534.	Zubarev, Alexander 	UKR	M	1979	2542	36	GM
535.	Popovic, Dusan 	SRB	M	1983	2542	32	GM
536.	Rozentalis, Eduardas 	LTU	M	1963	2541	52	GM
537.	Shipov, Sergei 	RUS	M	1966	2541	49	GM
538.	Huschenbeth, Niclas 	GER	M	1992	2541	23	GM
539.	Rivas Pastor, Manuel 	ESP	M	1960	2541	55	GM
540.	Baron, Tal 	ISR	M	1992	2541	23	GM
541.	Alonso Rosell, Alvar 	ESP	M	1992	2540	23	GM
542.	Wilder, Michael 	USA	M	1962	2540	53	GM
543.	Gomez Garrido, Camilo Ernesto 	CUB	M	1987	2540	28	IM
544.	Volzhin, Alexander 	RUS	M	1971	2540	44	GM
545.	Kogan, Artur 	ISR	M	1974	2540	41	GM
546.	Medvegy, Zoltan 	HUN	M	1979	2540	36	GM
547.	Tukmakov, Vladimir B 	UKR	M	1946	2540	69	GM
548.	Matamoros Franco, Carlos S. 	ECU	M	1966	2539	49	GM
549.	Spasov, Vasil 	BUL	M	1971	2539	44	GM
550.	Dvoirys, Semen I. 	RUS	M	1958	2539	57	GM
551.	Mirzoev, Azer 	AZE	M	1978	2539	37	GM
552.	Alekseenko, Kirill 	RUS	M	1997	2539	18	GM
553.	Becerra Rivero, Julio 	USA	M	1973	2539	42	GM
554.	Shaposhnikov, Evgeny 	RUS	M	1981	2539	34	GM
555.	Topalovic, Zlatko 	CRO	M	1965	2539	50	IM
556.	Timofeev, Artyom 	RUS	M	1985	2539	30	GM
557.	Alburt, Lev O 	USA	M	1945	2539	70	GM
558.	Lutz, Christopher 	GER	M	1971	2539	44	GM
559.	Kuzmin, Alexey 	RUS	M	1963	2539	52	GM
560.	Vasquez Schroeder, Rodrigo 	CHI	M	1969	2538	46	GM
561.	Stern, Rene 	GER	M	1972	2538	43	GM
562.	Maiorov, Nikita 	BLR	M	1985	2538	30	GM
563.	Vakhidov, Jahongir 	UZB	M	1995	2538	20	GM
564.	Gonzalez Zamora, Juan Carlos 	MEX	M	1968	2538	47	GM
565.	Obregon, Andres Carlos 	ARG	M	1986	2537	29	GM
566.	Balog, Imre 	HUN	M	1991	2537	24	GM
567.	Gulko, Boris F 	USA	M	1947	2537	68	GM
568.	Xiong, Jeffery 	USA	M	2000	2537	15	GM
569.	Gao, Rui 	CHN	M	1992	2537	23	GM
570.	Cvek, Robert 	CZE	M	1979	2537	36	GM
571.	Ibragimov, Ildar 	USA	M	1967	2537	48	GM
572.	Nosenko, Alexander 	UKR	M	1968	2537	47	GM
573.	Boruchovsky, Avital 	ISR	M	1997	2536	18	GM
574.	Arribas Lopez, Angel 	ESP	M	1993	2536	22	GM
575.	Eliseev, Urii 	RUS	M	1996	2536	19	GM
576.	Mikhalevski, Victor 	ISR	M	1972	2536	43	GM
577.	Mastrovasilis, Athanasios 	GRE	M	1979	2536	36	GM
578.	Novikov, Stanislav 	RUS	M	1985	2536	30	GM
579.	Gopal G.N. 	IND	M	1989	2536	26	GM
580.	Ehlvest, Jaan 	USA	M	1962	2535	53	GM
581.	Horvath, Adam 	HUN	M	1981	2535	34	GM
582.	Mueller, Karsten, Dr. 	GER	M	1970	2535	45	GM
583.	Georgiev, Vladimir 	MKD	M	1975	2535	40	GM
584.	Renet, Olivier 	FRA	M	1964	2535	51	GM
585.	Lopez Martinez, Josep Manuel 	ESP	M	1980	2535	35	GM
586.	Glud, Jakob Vang 	DEN	M	1988	2535	27	GM
587.	Ionov, Sergey 	RUS	M	1962	2535	53	GM
588.	Halkias, Stelios 	GRE	M	1980	2534	35	GM
589.	Cmilyte, Viktorija 	LTU	F	1983	2534	32	GM
590.	Kovalev, Andrei 	BLR	M	1961	2534	54	GM
591.	Smikovski, Ivan 	RUS	M	1972	2534	43	IM
592.	Sulskis, Sarunas 	LTU	M	1972	2534	43	GM
593.	Greenfeld, Alon 	ISR	M	1964	2534	51	GM
594.	Cruz, Cristhian 	PER	M	1992	2533	23	GM
595.	Schwartzman, Gabriel 	USA	M	1976	2533	39	GM
596.	Guerra Mendez, Jose Angel 	CUB	M	1988	2533	27	IM
597.	Baryshpolets, Andrey 	UKR	M	1991	2533	24	GM
598.	Kozhakin, Vladimir 	RUS	M	1957	2533	58	FM
599.	Bulski, Krzysztof 	POL	M	1987	2533	28	GM
600.	Yu, Ruiyuan 	CHN	M	1991	2533	24	GM
601.	Rechlis, Gad 	ISR	M	1967	2533	48	GM
602.	Lie, Kjetil A. 	NOR	M	1980	2533	35	GM
603.	Anastasian, Ashot 	ARM	M	1964	2532	51	GM
604.	Ibrahimov, Rasul 	AZE	M	1981	2532	34	GM
605.	Bromberger, Stefan 	GER	M	1982	2532	33	GM
606.	Kadric, Denis 	BIH	M	1995	2532	20	GM
607.	Margvelashvili, Giorgi 	GEO	M	1990	2532	25	GM
608.	Prusikin, Michael 	GER	M	1978	2532	37	GM
609.	Matsenko, Sergei 	RUS	M	1990	2531	25	IM
610.	Shchekachev, Andrei 	FRA	M	1972	2531	43	GM
611.	Ruzele, Darius 	LTU	M	1968	2531	47	GM
612.	Nataf, Igor-Alexandre 	FRA	M	1978	2531	37	GM
613.	Abbasov, Farid 	AZE	M	1979	2531	36	GM
614.	Kosashvili, Yona 	ISR	M	1970	2531	45	GM
615.	Vysochin, Spartak 	UKR	M	1975	2531	40	GM
616.	Stupak, Kirill 	BLR	M	1990	2531	25	GM
617.	Lugovoi, Aleksei 	RUS	M	1975	2531	40	GM
618.	Ivanov, Alexander 	USA	M	1956	2531	59	GM
619.	Handke, Florian, Dr. 	GER	M	1982	2531	33	GM
620.	Can, Emre 	TUR	M	1990	2531	25	GM
621.	Danielian, Oganes 	ARM	M	1974	2530	41	GM
622.	Gorovets, Andrey 	BLR	M	1987	2530	28	IM
623.	Bogosavljevic, Boban 	SRB	M	1988	2530	27	GM
624.	Brodsky, Michail 	UKR	M	1969	2530	46	GM
625.	Blomqvist, Erik 	SWE	M	1990	2530	25	GM
626.	Budnikov, Alexandar 	RUS	M	1967	2530	48	IM
627.	Hauchard, Arnaud 	FRA	M	1971	2530	44	GM
628.	Popilski, Gil 	ISR	M	1993	2529	22	GM
629.	Gunina, Valentina 	RUS	F	1989	2529	26	GM
630.	Aveskulov, Valeriy 	UKR	M	1986	2529	29	GM
631.	Yudin, Sergei 	RUS	M	1986	2529	29	GM
632.	Chirila, Ioan-Cristian 	ROU	M	1991	2529	24	GM
633.	Flores Rios, Mauricio 	CHI	M	1990	2529	25	GM
634.	Hjartarson, Johann 	ISL	M	1963	2529	52	GM
635.	Michiels, Bart 	BEL	M	1986	2529	29	GM
636.	Spraggett, Kevin 	CAN	M	1954	2529	61	GM
637.	Narciso Dublan, Marc 	ESP	M	1974	2529	41	GM
638.	Wang, Chen 	CHN	M	1993	2529	22	IM
639.	Czarnota, Pawel 	POL	M	1988	2528	27	GM
640.	Iljin, Artem 	RUS	M	1987	2528	28	GM
641.	Heberla, Bartlomiej 	POL	M	1985	2528	30	GM
642.	Deviatkin, Andrei 	RUS	M	1980	2528	35	GM
643.	Muzychuk, Mariya 	UKR	F	1992	2528	23	GM
644.	Sebenik, Matej 	SLO	M	1983	2528	32	GM
645.	Rombaldoni, Axel 	ITA	M	1992	2528	23	GM
646.	Horvath, Jozsef 	HUN	M	1964	2528	51	GM
647.	Malakhatko, Vadim 	BEL	M	1977	2527	38	GM
648.	Kavalek, Lubomir 	USA	M	1943	2527	72	GM
649.	Predke, Alexandr 	RUS	M	1994	2527	21	
650.	Sanikidze, Tornike 	GEO	M	1989	2527	26	GM
651.	Ernst, Sipke 	NED	M	1979	2527	36	GM
652.	Arutinian, David 	GEO	M	1984	2527	31	GM
653.	Kurajica, Bojan 	BIH	M	1947	2527	68	GM
654.	Yevseev, Denis 	RUS	M	1973	2526	42	GM
655.	Xu, Jun 	CHN	M	1962	2526	53	GM
656.	Zontakh, Andrey 	UKR	M	1970	2526	45	GM
657.	Almeida Quintana, Omar 	CUB	M	1981	2526	34	GM
658.	Kosteniuk, Alexandra 	RUS	F	1984	2525	31	GM
659.	Eingorn, Vereslav S 	UKR	M	1956	2525	59	GM
660.	Porat, Shay 	ISR	M	1985	2525	30	IM
661.	Babaev, Rashad 	AZE	M	1981	2525	34	GM
662.	Berelowitsch, Alexander 	GER	M	1967	2525	48	GM
663.	Rustemov, Alexander 	RUS	M	1973	2525	42	GM
664.	Sikula, Vaszilij 	UKR	M	1981	2525	34	GM
665.	Popov, Valerij 	RUS	M	1974	2525	41	GM
666.	Novikov, Maxim 	RUS	M	1972	2525	43	GM
667.	Parker, Jonathan F 	ENG	M	1976	2525	39	GM
668.	Moskalenko, Viktor 	ESP	M	1960	2525	55	GM
669.	Claverie, Raul 	ARG	M	1983	2525	32	IM
670.	Polak, Tomas 	CZE	M	1974	2525	41	GM
671.	Bacallao Alonso, Yusnel 	CUB	M	1988	2525	27	GM
672.	Zhao, Xue 	CHN	F	1985	2524	30	GM
673.	Werle, Jan 	NED	M	1984	2524	31	GM
674.	Arnold, Marc T 	USA	M	1992	2524	23	GM
675.	Iotov, Valentin 	BUL	M	1988	2524	27	GM
676.	Lobron, Eric 	GER	M	1960	2524	55	GM
677.	Hernandez Carmenate, Holden 	USA	M	1984	2524	31	GM
678.	Melikset, Khachiyan 	USA	M	1970	2524	45	GM
679.	Shariyazdanov, Andrey 	RUS	M	1976	2524	39	GM
680.	Apicella, Manuel 	FRA	M	1970	2524	45	GM
681.	Rogozenco, Dorian 	ROU	M	1973	2524	42	GM
682.	Lagno, Kateryna 	RUS	F	1989	2523	26	GM
683.	Krivoborodov, Egor 	RUS	M	1989	2523	26	GM
684.	Corrales Jimenez, Fidel 	USA	M	1987	2523	28	GM
685.	Pichot, Alan 	ARG	M	1998	2523	17	IM
686.	Libiszewski, Fabien 	FRA	M	1984	2523	31	GM
687.	Prokopchuk, Evgeny 	RUS	M	1978	2523	37	GM
688.	Obolenskikh, Dmitry 	RUS	M	1985	2523	30	IM
689.	Ziska, Helgi Dam 	FAI	M	1990	2523	25	IM
690.	Shabalov, Alexander 	USA	M	1967	2522	48	GM
691.	Lima, Darcy 	BRA	M	1962	2522	53	GM
692.	Lemos, Damian 	ARG	M	1990	2522	25	GM
693.	Pavlidis, Antonios 	GRE	M	1993	2522	22	GM
694.	Bobras, Piotr 	POL	M	1977	2522	38	GM
695.	Jakubiec, Artur 	POL	M	1973	2522	42	GM
696.	Holt, Conrad 	USA	M	1993	2522	22	GM
697.	Antoniewski, Rafal 	POL	M	1980	2522	35	GM
698.	Serper, Grigory 	USA	M	1969	2522	46	GM
699.	Yakovich, Yuri 	RUS	M	1962	2521	53	GM
700.	Dizdarevic, Emir 	BIH	M	1958	2521	57	GM
701.	Votava, Jan 	CZE	M	1974	2521	41	GM
702.	Tari, Aryan 	NOR	M	1999	2521	16	IM
703.	Anisimov, Pavel 	RUS	M	1986	2521	29	IM
704.	Chigaev, Maksim 	RUS	M	1996	2521	19	IM
705.	Ikonnikov, Vyacheslav 	RUS	M	1966	2521	49	GM
706.	Shanava, Konstantine 	GEO	M	1985	2521	30	GM
707.	Arun Prasad, S. 	IND	M	1988	2520	27	GM
708.	Lin, Chen 	CHN	M	1988	2520	27	IM
709.	Sosonko, Gennadi 	NED	M	1943	2520	72	GM
710.	AL-Sayed, Mohammed 	QAT	M	1981	2520	34	GM
711.	Makarichev, Sergey 	RUS	M	1953	2520	62	GM
712.	Ulybin, Mikhail 	RUS	M	1971	2520	44	GM
713.	Zarnicki, Pablo 	ARG	M	1972	2520	43	GM
714.	Petursson, Margeir 	ISL	M	1960	2520	55	GM
715.	Cacho Reigadas, Sergio 	ESP	M	1974	2520	41	IM
716.	Zilka, Stepan 	CZE	M	1988	2520	27	GM
717.	Kosyrev, Vladimir 	RUS	M	1980	2520	35	GM
718.	Kanarek, Marcel 	POL	M	1993	2520	22	IM
719.	Solleveld, Maarten 	NED	M	1979	2519	36	GM
720.	Schroeder, Jan-Christian 	GER	M	1998	2519	17	IM
721.	Bhat, Vinay S. 	USA	M	1984	2519	31	GM
722.	Schandorff, Lars 	DEN	M	1965	2519	50	GM
723.	Moreno Carnero, Javier 	ESP	M	1975	2519	40	GM
724.	Sokolov, Andrei 	LAT	M	1972	2519	43	IM
725.	Martinovic, Sasa 	CRO	M	1991	2519	24	GM
726.	Lastin, Alexander 	RUS	M	1976	2518	39	GM
727.	Li, Shilong 	CHN	M	1977	2518	38	GM
728.	Zelcic, Robert 	CRO	M	1965	2518	50	GM
729.	Chandler, Murray G 	NZL	M	1960	2518	55	GM
730.	Zablotsky, Sergei 	RUS	M	1982	2518	33	GM
731.	Santos Latasa, Jaime 	ESP	M	1996	2518	19	IM
732.	Roganovic, Milos 	SRB	M	1991	2518	24	IM
733.	Sambuev, Bator 	CAN	M	1980	2518	35	GM
734.	Dlugy, Maxim 	USA	M	1966	2518	49	GM
735.	Illingworth, Max 	AUS	M	1992	2517	23	IM
736.	Kornev, Alexei 	RUS	M	1976	2517	39	GM
737.	Sokolov, Andrei 	FRA	M	1963	2517	52	GM
738.	Richter, Michael 	GER	M	1978	2517	37	GM
739.	Alsina Leal, Daniel 	ESP	M	1988	2517	27	GM
740.	Abasov, Nijat 	AZE	M	1995	2517	20	GM
741.	Troff, Kayden W 	USA	M	1998	2517	17	GM
742.	Komarov, Dimitri 	UKR	M	1968	2517	47	GM
743.	Khusnutdinov, Rustam 	KAZ	M	1987	2517	28	GM
744.	Dunis, Aurelien 	FRA	M	1979	2517	36	IM
745.	Shishkin, Vadim 	UKR	M	1969	2517	46	GM
746.	Zeng, Chongsheng 	CHN	M	1993	2517	22	GM
747.	Speelman, Jon S 	ENG	M	1956	2517	59	GM
748.	Psakhis, Lev 	ISR	M	1958	2517	57	GM
749.	Pakleza, Zbigniew 	POL	M	1986	2517	29	GM
750.	Smerdon, David C 	AUS	M	1984	2516	31	GM
751.	Harika, Dronavalli 	IND	F	1991	2516	24	GM
752.	Kiselev, Vitaliy 	RUS	M	1988	2516	27	GM
753.	Tazbir, Marcin 	POL	M	1988	2516	27	GM
754.	Aghasaryan, Robert 	ARM	M	1994	2516	21	GM
755.	Bagrationi, Alexander 	UKR	M	1990	2516	25	GM
756.	Firman, Nazar 	UKR	M	1983	2516	32	GM
757.	Cuenca Jimenez, Jose Fernando 	ESP	M	1987	2516	28	GM
758.	German, Gustavo 	ARG	M	1978	2515	37	
759.	Yermolinsky, Alex 	USA	M	1958	2515	57	GM
760.	Magerramov, Elmar 	AZE	M	1958	2515	57	GM
761.	Perelshteyn, Eugene 	USA	M	1980	2515	35	GM
762.	Vaisser, Anatoly 	FRA	M	1949	2515	66	GM
763.	Rashkovsky, Nukhim N 	RUS	M	1946	2515	69	GM
764.	Iljushin, Alexei 	RUS	M	1980	2515	35	GM
765.	Kunte, Abhijit 	IND	M	1977	2515	38	GM
766.	Ashwin, Jayaram 	IND	M	1990	2515	25	GM
767.	Bailet, Pierre 	FRA	M	1988	2515	27	IM
768.	Yudasin, Leonid 	ISR	M	1959	2515	56	GM
769.	Liu, Qingnan 	CHN	M	1992	2515	23	GM
770.	Savic, Miodrag R 	SRB	M	1977	2514	38	GM
771.	Gavrikov, Viktor 	LTU	M	1957	2514	58	GM
772.	Koniushkov, Igor 	RUS	M	1962	2514	53	GM
773.	Raznikov, Danny 	ISR	M	1993	2514	22	GM
774.	Cossin, Sebastien 	FRA	M	1986	2514	29	IM
775.	Godena, Michele 	ITA	M	1967	2513	48	GM
776.	Ivanov, Oleg V 	UKR	M	1982	2513	33	IM
777.	Appel, Ralf 	GER	M	1971	2513	44	GM
778.	Ermakov, Evgeny 	RUS	M	1965	2513	50	IM
779.	Szabo, Krisztian 	HUN	M	1989	2513	26	GM
780.	Gledura, Benjamin 	HUN	M	1999	2513	16	IM
781.	Har-Zvi, Ronen 	ISR	M	1976	2513	39	GM
782.	Gazarian, Aram 	RUS	M	1983	2513	32	GM
783.	Cramling, Pia 	SWE	F	1963	2513	52	GM
784.	Friedel, Joshua E 	USA	M	1986	2513	29	GM
785.	Stojanovic, Mihajlo 	SRB	M	1977	2512	38	GM
786.	Del Rio De Angelis, Salvador G. 	ESP	M	1976	2512	39	GM
787.	Horvath, Csaba 	HUN	M	1968	2512	47	GM
788.	Gomez, John Paul 	PHI	M	1986	2512	29	GM
789.	Gordievsky, Dmitry 	RUS	M	1996	2512	19	FM
790.	Chebotarev, Oleg 	RUS	M	1985	2512	30	
791.	Bernasek, Jan 	CZE	M	1986	2512	29	GM
792.	Kindermann, Stefan 	AUT	M	1959	2512	56	GM
793.	Burg, Twan 	NED	M	1990	2511	25	GM
794.	Nanu, Costica-Ciprian 	ROU	M	1977	2511	38	GM
795.	Henriquez Villagra, Cristobal 	CHI	M	1996	2511	19	IM
796.	Rizouk, Aimen 	ALG	M	1979	2511	36	GM
797.	Ovetchkin, Roman 	RUS	M	1973	2511	42	GM
798.	Kryakvin, Dmitry 	RUS	M	1984	2511	31	GM
799.	Dobrov, Vladimir 	RUS	M	1984	2511	31	GM
800.	De Firmian, Nick E 	USA	M	1957	2511	58	GM
801.	Cyborowski, Lukasz 	POL	M	1980	2511	35	GM
802.	Cabrera, Alexis 	ESP	M	1976	2511	39	GM
803.	Kveinys, Aloyzas 	LTU	M	1962	2511	53	GM
804.	Prizant, Jaroslav 	RUS	M	1983	2511	32	IM
805.	Belyakov, Bogdan 	RUS	M	1989	2511	26	IM
806.	Poetsch, Hagen 	GER	M	1991	2511	24	IM
807.	Ginsburg, Gennadi 	GER	M	1971	2511	44	GM
808.	Viktorov, Alexandr G 	RUS	M	1949	2510	66	
809.	Sprenger, Jan Michael, Dr. 	GER	M	1982	2510	33	IM
810.	Mihok, Oliver 	HUN	M	1993	2510	22	IM
811.	Krakops, Maris 	LAT	M	1978	2510	37	GM
812.	Vegera, Vladimir 	RUS	M	1955	2510	60	
813.	Paragua, Mark 	PHI	M	1984	2510	31	GM
814.	Andersson, Ulf 	SWE	M	1951	2510	64	GM
815.	Aroshidze, Levan 	ESP	M	1985	2510	30	GM
816.	Wirig, Anthony 	FRA	M	1983	2510	32	GM
817.	Hernandez Guerrero, Gilberto 	MEX	M	1970	2509	45	GM
818.	Klein, David 	NED	M	1993	2509	22	GM
819.	Guidarelli, Laurent 	FRA	M	1981	2509	34	GM
820.	Tikkanen, Hans 	SWE	M	1985	2509	30	GM
821.	Bezold, Michael 	GER	M	1972	2509	43	GM
822.	Darini, Pouria 	IRI	M	1991	2509	24	GM
823.	Escobar Forero, Alder 	COL	M	1977	2509	38	GM
824.	Danielsen, Henrik 	ISL	M	1966	2509	49	GM
825.	Mateuta, Gabriel 	ROU	M	1980	2509	35	IM
826.	Hasangatin, Ramil 	RUS	M	1972	2509	43	GM
827.	Sokolin, Leonid M 	USA	M	1966	2508	49	IM
828.	Haslinger, Stewart G 	ENG	M	1981	2508	34	GM
829.	Petr, Martin 	CZE	M	1988	2508	27	GM
830.	Levin, Evgeny A. 	RUS	M	1990	2508	25	GM
831.	Conquest, Stuart C 	ENG	M	1967	2508	48	GM
832.	Finkel, Alexander 	ISR	M	1975	2508	40	GM
833.	Pap, Misa 	SRB	M	1979	2508	36	GM
834.	Kanep, Meelis 	EST	M	1983	2508	32	GM
835.	Delorme, Axel 	FRA	M	1990	2507	25	IM
836.	Arkhipov, Sergey 	RUS	M	1954	2507	61	GM
837.	Comas Fabrego, Lluis 	ESP	M	1971	2507	44	GM
838.	Pardo Simon, David 	ESP	M	1995	2507	20	IM
839.	Lubbe, Nikolas 	GER	M	1990	2507	25	IM
840.	Rotstein, Arkadij 	GER	M	1961	2507	54	GM
841.	Savinov, Viktor 	UKR	M	1966	2507	49	IM
842.	Kovacevic, Aleksandar 	SRB	M	1974	2507	41	GM
843.	Brandenburg, Daan 	NED	M	1987	2507	28	GM
844.	Franco Ocampos, Zenon 	PAR	M	1956	2507	59	GM
845.	Martinez, Carlos Alejandro 	BRA	M	1955	2507	60	IM
846.	Fluvia Poyatos, Joan 	ESP	M	1982	2507	33	IM
847.	Dydyshko, Viacheslav 	BLR	M	1949	2506	66	GM
848.	Levin, Felix 	GER	M	1958	2506	57	GM
849.	Smetankin, Stanislav 	BLR	M	1980	2506	35	IM
850.	Andres Gonzalez, Alberto 	ESP	M	1981	2506	34	IM
851.	Mikhalchishin, Adrian 	SLO	M	1954	2506	61	GM
852.	Oral, Tomas 	CZE	M	1977	2506	38	GM
853.	Barbosa, Oliver 	PHI	M	1986	2506	29	GM
854.	Belozerov, Andrei 	RUS	M	1977	2506	38	GM
855.	Chandra, Akshat 	USA	M	1999	2506	16	IM
856.	Meskovs, Nikita 	LAT	M	1994	2506	21	IM
857.	Kumaran, Dharshan 	ENG	M	1975	2505	40	GM
858.	Rogoff, Kenneth S 	USA	M	1953	2505	62	GM
859.	Muratovic, Alija 	SRB	M	1962	2505	53	GM
860.	Shneider, Aleksandr 	UKR	M	1962	2505	53	GM
861.	Kudrin, Sergey 	USA	M	1959	2505	56	GM
862.	Rasulov, Vugar 	AZE	M	1991	2505	24	GM
863.	Machulsky, Anatoly D 	RUS	M	1956	2505	59	GM
864.	Blehm, Pawel 	POL	M	1980	2505	35	GM
865.	Mogranzini, Roberto 	ITA	M	1983	2505	32	GM
866.	Arkell, Keith C 	ENG	M	1961	2505	54	GM
867.	Charnushevich, Aliaksei 	FRA	M	1978	2505	37	GM
868.	Kayumov, Sergey 	UZB	M	1981	2505	34	GM
