rank	name	country	gender	birthday	rating	age	title
425.	Kozlovskaya, Valentina 	RUS	F	1938	2249	77	WGM
426.	Baciu, Diana 	MDA	F	1994	2249	21	WIM
427.	Ozturk, Kubra 	TUR	F	1991	2249	24	WGM
428.	Liu, Shilan 	CHN	F	1962	2249	53	WGM
429.	Avramidou, Anastasia 	GRE	F	2000	2249	15	WFM
430.	Djingarova, Emilia 	BUL	F	1978	2248	37	WGM
431.	Belic, Jordanka 	SRB	F	1964	2248	51	WGM
432.	Agrest, Inna 	SWE	F	1991	2248	24	WIM
433.	Pratyusha, Bodda 	IND	F	1997	2248	18	WIM
434.	Kazarian, Anna-Maja 	NED	F	2000	2248	15	WFM
435.	Andrenko, Irina 	UKR	F	1991	2248	24	WIM
436.	Kuharenko, Svetlana 	UKR	F	1984	2247	31	WIM
437.	Dolzhykova, Kateryna 	UKR	F	1988	2247	27	WIM
438.	Gansvind, Valeriya I. 	EST	F	1965	2247	50	WFM
439.	Zhou, Guijue 	CHN	F	1985	2247	30	WIM
440.	Chekhova-Kostina, Tatiana M 	RUS	F	1955	2246	60	WIM
441.	Sandu, Mihaela 	ROU	F	1977	2246	38	WGM
442.	Molchanova, Tatjana 	RUS	F	1980	2245	35	WGM
443.	Alliulova, Dina 	RUS	F	1986	2245	29	
444.	Golubenko, Valentina 	CRO	F	1990	2245	25	WGM
445.	Vigoa Apecheche, Yanira 	CUB	F	1987	2245	28	WGM
446.	Druzhinina, Olga 	RUS	F	1984	2245	31	
447.	Mamedjarova, Turkan 	AZE	F	1989	2245	26	WGM
448.	Rakhmangulova, Anastasiya 	UKR	F	1994	2245	21	WIM
449.	Mikadze, Miranda 	GEO	F	1989	2245	26	WIM
450.	Khasanova, Flyura 	KAZ	F	1964	2245	51	WGM
451.	Guo, Jun 	CHN	F	1973	2244	42	WFM
452.	Unuk, Laura 	SLO	F	1999	2244	16	WIM
453.	Brcic, Milena 	SRB	F	1972	2244	43	
454.	Szente Varga, Fruzsina 	HUN	F	1996	2244	19	
455.	Matras-Clement, Agnieszka 	POL	F	1982	2244	33	WIM
456.	Minogina, Tamara 	RUS	F	1959	2244	56	WIM
457.	Vinuthna, N. 	IND	F	1987	2243	28	WIM
458.	Hoolt, Sarah 	GER	F	1988	2242	27	WGM
459.	Fatalibekova, Elena 	RUS	F	1947	2242	68	WGM
460.	Michelle Catherina, P 	IND	F	1996	2242	19	WIM
461.	Drozdova, Dina 	RUS	F	1988	2241	27	WIM
462.	Na, Linna 	CHN	F	1987	2241	28	
463.	Diakonova, Ekaterina 	RUS	F	1999	2241	16	
464.	Erenska-Barlo, Hanna 	POL	F	1946	2241	69	WGM
465.	Kamenskaja, Olga 	RUS	F	1971	2241	44	WFM
466.	Li, Lu 	CHN	F	1981	2240	34	
467.	Moskalyuk, Natalya 	RUS	F	1979	2240	36	WFM
468.	Neroda, Alexandra 	RUS	F	1978	2240	37	WIM
469.	Velikhanli, Firuza 	AZE	F	1970	2240	45	WGM
470.	Foisor, Mihaela-Veronica 	ROU	F	1994	2240	21	WIM
471.	Sheredina, Anna 	RUS	F	1976	2240	39	
472.	Nicolas Zapata, Irene 	ESP	F	1997	2239	18	WIM
473.	Danelia, Mariam 	GEO	F	1994	2239	21	WIM
474.	Nguyen, Thi Thanh An 	VIE	F	1976	2239	39	WGM
475.	Sarana-Hungeling, Oksana 	GER	F	1979	2238	36	WGM
476.	Fatianova, Tatiana 	RUS	F	1984	2238	31	WGM
477.	Duppel, Tina 	GER	F	1984	2238	31	WIM
478.	Medic, Mirjana 	CRO	F	1964	2238	51	WGM
479.	Naiditsch, Irina 	GER	F	1986	2237	29	
480.	Paasikangas-Tella, Johanna 	FIN	F	1974	2237	41	FM
481.	Li, Nan 	CHN	F	1987	2237	28	
482.	Liu, Pei 	CHN	F	1988	2237	27	WIM
483.	Frisk, Ellinor 	SWE	F	1986	2237	29	WIM
484.	Kiss, Fernanda 	HUN	F	1979	2237	36	WIM
485.	Uuriintuya, Uurtsaikh 	MGL	F	1998	2237	17	
486.	Krupa, Monika 	POL	F	1977	2237	38	WGM
487.	Hrabinska, Myroslava 	UKR	F	1984	2236	31	WGM
488.	Dimitrova, Aleksandra 	RUS	F	2000	2235	15	WFM
489.	Heintze, Marion 	GER	F	1954	2235	61	WIM
490.	Chernova, Anastasia 	RUS	F	1989	2235	26	
491.	Benderac, Ana 	SRB	F	1977	2235	38	WGM
492.	Hahn, Anna 	USA	F	1976	2235	39	WIM
493.	Srebrnic, Ana 	SLO	F	1984	2234	31	WGM
494.	Moldovan, Corina 	ROU	F	1983	2234	32	WIM
495.	Dolgova, Olga 	LAT	F	1987	2233	28	WIM
496.	Kristol, Luba 	ISR	F	1944	2233	71	WIM
497.	Bollengier, Andreea 	FRA	F	1975	2233	40	WIM
498.	Kalaiyalahan, Akshaya 	ENG	F	2001	2233	14	
499.	Zakurdjaeva, Irina 	RUS	F	1982	2232	33	WGM
500.	Cherednichenko, Svetlana 	UKR	F	1984	2232	31	WGM
501.	Ilchenko, Nadezhda 	RUS	F	1986	2232	29	WIM
502.	Rause, Olita 	LAT	F	1962	2232	53	IM
503.	Feliciano Ebert, Vanessa 	BRA	F	1990	2232	25	WIM
504.	Akhmetshina, Alina 	RUS	F	1984	2232	31	WFM
505.	Benmesbah, Natacha 	FRA	F	1989	2232	26	WIM
506.	Terao, Juliana Sayumi 	BRA	F	1991	2232	24	WIM
507.	Vlasova, Nataliya 	RUS	F	1980	2231	35	WIM
508.	Rakitskaja, Mariya 	RUS	F	1972	2231	43	
509.	Kopinits, Anna-Christina 	AUT	F	1985	2231	30	WIM
510.	Tu, Haiqiong 	CHN	F	1975	2231	40	
511.	Ibrahimova, Sabina 	AZE	F	1995	2231	20	WIM
512.	Maslikova, Veronika 	SVK	F	1986	2231	29	WIM
513.	Rivera, Ingris 	COL	F	1988	2231	27	WIM
514.	Zuriel, Marisa 	ARG	F	1982	2231	33	WIM
515.	Swati Ghate 	IND	F	1980	2230	35	WGM
516.	Battsetseg, Tsagaan 	USA	F	1972	2230	43	WIM
517.	Batceceg, Tuvshintogs 	MGL	F	1978	2230	37	WIM
518.	Khusnutdinova, Luiza 	RUS	F	1983	2230	32	WIM
519.	Lagvilava, Genrieta 	BLR	F	1969	2230	46	WGM
520.	Camacho, Chardine Cheradee 	PHI	F	1994	2230	21	WIM
521.	Dekusar, Maria 	UKR	F	1972	2230	43	WIM
522.	Kirillova, Varvara 	RUS	F	1987	2229	28	WIM
523.	Bayarmaa, Bayarjargal 	MGL	F	1995	2229	20	WFM
524.	Ershova, Svetlana 	RUS	F	1964	2229	51	WIM
525.	Kharashkina, Bairta 	RUS	F	1982	2229	33	WFM
526.	Velazquez Garcia, Maria 	ECU	F	1984	2229	31	WFM
527.	Gromova, Iulia 	RUS	F	1985	2229	30	WIM
528.	Lomako, Anna 	RUS	F	1987	2229	28	WFM
529.	Samusenko, Ramziya 	RUS	F	1959	2228	56	WFM
530.	Ptacnikova, Lenka 	ISL	F	1976	2228	39	WGM
531.	Sikorova, Olga 	CZE	F	1975	2228	40	WGM
532.	Bensdorp-De Labaca, Marlies 	NED	F	1985	2228	30	WIM
533.	Dabrowska, Krystyna 	POL	F	1973	2228	42	WGM
534.	Strutinskaia, Galina 	RUS	F	1957	2227	58	WGM
535.	Rudolph, Anna 	GER	F	1978	2227	37	WIM
536.	Svistun, Olga 	RUS	F	1977	2227	38	WIM
537.	Knyaginicheva, Irina 	RUS	F	1985	2227	30	WFM
538.	Malgina, Tatiana 	RUS	F	1984	2227	31	WIM
539.	Zsiltzova-Lisenko, Lubov 	UKR	F	1956	2227	59	WIM
540.	Suslova, Alena 	RUS	F	1993	2227	22	WFM
541.	Tarasova, Viktoriya 	RUS	F	1989	2226	26	WIM
542.	Tomashevskaya, Lidia 	RUS	F	1995	2226	20	WIM
543.	Kostiukova, Liubov 	UKR	F	1983	2226	32	IM
544.	Petronic, Sanja 	SIN	F	1969	2226	46	WIM
545.	Norina, Viktoria 	RUS	F	1967	2226	48	WFM
546.	Bertholee, Mariska 	NED	F	1979	2226	36	WFM
547.	Khurshudova, Lyudmila 	RUS	F	1946	2226	69	WIM
548.	Saulina, Varvara 	RUS	F	1992	2226	23	WFM
549.	Lymar, Irina 	UKR	F	1974	2225	41	WGM
550.	Garcia Padron, M Del Pino 	ESP	F	1961	2225	54	
551.	Sulistya, Maria Lucia Ratna 	INA	F	1975	2225	40	WIM
552.	Khorovets-Aiedinova, Elmira 	BLR	F	1963	2225	52	WFM
553.	Ionescu, Irina 	ROU	F	1973	2225	42	WGM
554.	Fischdick, Gisela 	GER	F	1955	2225	60	WGM
555.	Davidova, Elena 	RUS	F	1970	2225	45	WFM
556.	Sihite, Chelsie Monica Ignesias 	INA	F	1995	2224	20	WIM
557.	Mammadova, Narmin 	AZE	F	1999	2224	16	WCM
558.	Jaracz, Barbara 	POL	F	1977	2224	38	WGM
559.	Makarova, Natalia 	RUS	F	1982	2224	33	
560.	Lickrastina, Agnese 	LAT	F	1972	2223	43	WIM
561.	Sgircea, Silvia-Raluca 	ROU	F	1989	2223	26	WIM
562.	Savushkina, Natalia 	RUS	F	1980	2223	35	WFM
563.	Butuc, Maria 	RUS	F	1993	2223	22	WIM
564.	Franco Valencia, Angela 	COL	F	1987	2223	28	WIM
565.	Wang, Fang 	CHN	F	1989	2223	26	
566.	Kryvoruchko, Vita 	UKR	F	1988	2222	27	WGM
567.	Mukhortova, Elena 	RUS	F	1982	2222	33	
568.	Imnadze, Nato 	GEO	F	1996	2222	19	WIM
569.	Kubata, Viktoria 	UKR	F	1979	2222	36	WIM
570.	Steinberg, Jana 	RUS	F	1972	2222	43	WFM
571.	Skinke, Katrina 	LAT	F	1991	2222	24	WIM
572.	Alexandrova, Varvara 	RUS	F	1985	2222	30	WFM
573.	Ivanenko, Olga I. 	UKR	F	1994	2221	21	WFM
574.	Grinfeld, Alla B 	USA	F	1953	2221	62	WGM
575.	Velcheva, Maria 	BUL	F	1976	2221	39	WGM
576.	Yu, Jennifer R 	USA	F	2002	2220	13	WFM
577.	Mona, Khaled 	EGY	F	1994	2220	21	WGM
578.	Levitan, Yuliya 	USA	F	1973	2220	42	WIM
579.	Szymanska, Maria 	POL	F	1984	2220	31	WIM
580.	Alekhina, Natalia V 	RUS	F	1954	2220	61	WGM
581.	Lysova, Olga 	RUS	F	1980	2220	35	WIM
582.	Gutsko, Anastasia 	UKR	F	1985	2219	30	WGM
583.	Kornilova, Ekaterina 	RUS	F	1985	2219	30	WFM
584.	Bilenko, Larisa 	RUS	F	1955	2219	60	
585.	Novosadova, Kristyna 	CZE	F	1990	2218	25	
586.	Martinez, Ayelen 	ARG	F	1993	2218	22	WIM
587.	Botvinnik, Irina 	ISR	F	1961	2218	54	WFM
588.	Straub, Natalia 	GER	F	1978	2218	37	WGM
589.	Papadopoulou, Vera 	GRE	F	1986	2218	29	WIM
590.	Timurova, Lilia 	RUS	F	1981	2218	34	WIM
591.	Foudzi, Siti Zulaikha 	MAS	F	1988	2218	27	WIM
592.	Olsarova, Karolina 	CZE	F	1993	2218	22	WIM
593.	Saritha, M. Reddy 	IND	F	1972	2218	43	WIM
594.	Zhao, Dindin 	CHN	F	1984	2217	31	
595.	Vasiliev, Olga 	ISR	F	1987	2217	28	WIM
596.	Xiao, Yiyi 	CHN	F	1996	2217	19	WFM
597.	Richtrova, Eliska 	CZE	F	1959	2217	56	WGM
598.	Monica, Putri Wigustira 	INA	F	1997	2217	18	WFM
599.	Koneru, Chandra Hawsa 	IND	F	1988	2217	27	
600.	Leconte, Maria 	FRA	F	1970	2217	45	WGM
601.	Borsuk, Angela 	ISR	F	1967	2216	48	IM
602.	Ankudinova, Yelena 	KAZ	F	1962	2216	53	WGM
603.	Doroshenko, Diana 	RUS	F	1992	2216	23	WIM
604.	Doluhanova, Evgeniya 	UKR	F	1984	2216	31	WGM
605.	Ni, Viktorija 	USA	F	1991	2216	24	WIM
606.	Belakovskaia, Anjelina 	USA	F	1969	2216	46	WGM
607.	Fomichenko, Svetlana 	RUS	F	1976	2215	39	WGM
608.	Khadilkar, Rohini 	IND	F	1963	2215	52	WIM
609.	Nedeljkovic, Verica 	SRB	F	1929	2215	86	WGM
610.	Vo, Hong Phuong 	VIE	F	1979	2215	36	WFM
611.	Le, Kieu Thien Kim 	VIE	F	1981	2215	34	WIM
612.	Zamanova, Natalija 	RUS	F	1968	2215	47	
613.	Blimke-Deren, Dalia 	POL	F	1979	2214	36	WIM
614.	Melnikova, Yana 	RUS	F	1984	2214	31	WGM
615.	Zenyuk, Iryna 	USA	F	1986	2214	29	CM
616.	Sirotkina, Nina 	RUS	F	1964	2214	51	WIM
617.	Smirnova, Elena I. 	RUS	F	1956	2214	59	
618.	Fernandez, Maria Florencia 	ARG	F	1991	2214	24	WIM
619.	Tetenkina, Irina 	SWE	F	1978	2214	37	WIM
620.	Kiseleva, Simona 	LTU	F	1987	2214	28	WIM
621.	Sarquis, Maria Belen 	ARG	F	1988	2214	27	WIM
622.	Travkina, Anastasia 	RUS	F	1992	2213	23	WFM
623.	Kuang, Yinghui 	CHN	F	1979	2213	36	WIM
624.	Matveeva, Olga 	RUS	F	1992	2213	23	WIM
625.	Hoiberg, Nina 	DEN	F	1956	2213	59	WIM
626.	Sluzhbina, Anastasiya 	UKR	F	1987	2213	28	WIM
627.	Shou, Qin 	CHN	F	1989	2213	26	
628.	Cedikova, Katerina 	CZE	F	1981	2212	34	WIM
629.	Ostertag, Galina 	RUS	F	1984	2212	31	
630.	Reizniece-Ozola, Dana 	LAT	F	1981	2212	34	WGM
631.	Rodionova, Daria 	RUS	F	1998	2212	17	WFM
632.	Efimova, Olga A. 	RUS	F	1985	2212	30	WFM
633.	Gevorgyan, Maria 	ARM	F	1994	2211	21	WIM
634.	Gorti, Akshita 	USA	F	2002	2211	13	FM
635.	Wozniak, Mariola 	POL	F	1998	2211	17	WCM
636.	Pavlidou, Ekaterini 	GRE	F	1993	2211	22	WIM
637.	Zvereva, Marija 	RUS	F	1978	2211	37	WIM
638.	Areshchenko, Kateryna 	UKR	F	1985	2211	30	WGM
639.	Gagloshvili, Raissa 	RUS	F	1964	2210	51	WIM
640.	Orlova, Elena O. 	RUS	F	1985	2210	30	
641.	Starck, Ines 	GER	F	1963	2210	52	WFM
642.	Heinatz, Dr. Gundula 	SUI	F	1969	2210	46	WIM
643.	Zhang, Ying 	CHN	F	1988	2210	27	
644.	Shukurova, Mehriban 	AZE	F	1984	2210	31	WIM
645.	Sorokina, Natalia 	RUS	F	1969	2210	46	
646.	Shumilina, Alexandra 	RUS	F	1986	2210	29	WIM
647.	Laesson, Tuulikki 	EST	F	1969	2210	46	WIM
648.	Zhurina, Elizaveta 	RUS	F	1978	2209	37	WIM
649.	Semenova, Lidia K 	UKR	F	1951	2209	64	WGM
650.	Turauskiene, Renata 	LTU	F	1969	2209	46	WIM
651.	Enkhtuul, Altan-Ulzii 	MGL	F	1994	2209	21	WGM
652.	Kiefhaber, Veronika 	GER	F	1976	2209	39	WIM
653.	Hamdouchi, Adina-Maria 	FRA	F	1979	2209	36	WGM
654.	Unruh, Sidonia 	GER	F	1977	2209	38	
655.	Lin, Wen 	CHN	F	1987	2209	28	
656.	Berdychevskaya, Natasha 	RUS	F	1984	2208	31	WFM
657.	Khurtsilava, Inga 	GEO	F	1975	2208	40	WGM
658.	Moshina, Cristina 	MDA	F	1982	2208	33	WIM
659.	Azizova, Shafag 	AZE	F	1973	2207	42	WFM
660.	Hernandez Estevez, Yudania 	ESP	F	1973	2207	42	WIM
661.	Nebolsina, Vera 	RUS	F	1989	2207	26	WGM
662.	Suleimanova, Ava 	UKR	F	1982	2207	33	WGM
663.	Aginian, Nelly 	ARM	F	1981	2207	34	WGM
664.	Eswaran, Ashritha 	USA	F	2000	2207	15	WIM
665.	Greabca, Diana 	MDA	F	1983	2207	32	WIM
666.	Ibragimova, Asyl 	RUS	F	1971	2207	44	WFM
667.	Berzina, Ilze 	LAT	F	1984	2207	31	WGM
668.	Baklanova, Tatiana 	UKR	F	1972	2207	43	WIM
669.	Juncu, Margareta 	ROU	F	1950	2206	65	WGM
670.	Kludacz, Magdalena 	POL	F	1976	2206	39	WIM
671.	Xiong, Junyan 	CHN	F	1979	2206	36	
672.	Liitiainen, Elia 	FIN	F	1984	2206	31	
673.	Shapoval, Galina 	UKR	F	1986	2206	29	WIM
674.	Andriasian, Siranush 	ARM	F	1986	2206	29	WIM
675.	Baraeva, Irina 	RUS	F	1995	2206	20	WIM
676.	Wiese-Jozwiak, Malgorzata 	POL	F	1961	2205	54	WIM
677.	Sladkova, Tatiana 	RUS	F	1983	2205	32	
678.	Saric, Kristina 	CRO	F	1986	2205	29	WIM
679.	Polnarieva, Larisa 	RUS	F	1958	2205	57	WIM
680.	Selionova, Natalia 	RUS	F	1975	2205	40	
681.	Xiao, Hong 	CHN	F	1967	2205	48	
682.	Stroe, Madalina 	FRA	F	1968	2205	47	WIM
683.	Liang, Zhihua 	CHN	F	1970	2205	45	WIM
684.	Yuan, Yuanling 	CAN	F	1994	2205	21	WIM
685.	Fedorova, Olga 	RUS	F	1967	2205	48	
686.	Roos, Kseniya 	GER	F	1984	2205	31	WIM
687.	Son, Irina 	UKR	F	1962	2204	53	WFM
688.	Koskela, Niina 	NOR	F	1971	2204	44	WGM
689.	Pham, Bich Ngoc 	VIE	F	1990	2204	25	WIM
690.	Genova, Lyubka 	BUL	F	1983	2204	32	WIM
691.	Su, Yamin 	CHN	F	1974	2204	41	WFM
692.	Mishina, Olga 	RUS	F	1985	2204	30	WFM
693.	Ignacz, Maria 	HUN	F	1990	2204	25	WIM
694.	Vasiesiu, Cristina-Valeria 	ROU	F	1976	2204	39	WIM
695.	Frayna, Janelle Mae 	PHI	F	1997	2204	18	WIM
696.	Karlovich, Anastazia 	UKR	F	1982	2204	33	WGM
697.	Bogatyriova, Lidia 	UKR	F	1983	2204	32	
698.	Sanchez Castillo, Sarai Carolina 	VEN	F	1981	2203	34	IM
699.	Llaneza Vega, Patricia 	ESP	F	1979	2203	36	WIM
700.	Fojudzka, Anna 	POL	F	1980	2203	35	WIM
701.	Narva, Mai 	EST	F	1999	2203	16	WIM
702.	Zayas Gonzalez, Laura Amalia 	CUB	F	1998	2202	17	WFM
703.	Gubernatorova, Lyudmila 	RUS	F	1967	2202	48	
704.	Xia, Yiyun 	CHN	F	1987	2202	28	
705.	Stiri, Alexandra 	GRE	F	1984	2202	31	WIM
706.	Hallaeva, Bahar 	TKM	F	1988	2202	27	WFM
707.	Bondar, Tana 	BLR	F	1976	2202	39	WFM
708.	Airapetian, Tatevik 	RUS	F	1989	2201	26	WIM
709.	Kovpak, Anastasiya 	RUS	F	1984	2201	31	WIM
710.	Alkhazashvili, Ololi 	GER	F	1976	2201	39	
711.	Karpova, Lyudmila 	RUS	F	1991	2201	24	WIM
712.	Chasovnikova, Eugenia 	RUS	F	1981	2201	34	WGM
713.	Fomina, Tatyana 	EST	F	1954	2201	61	WGM
714.	Tjolsen, Katrine 	NOR	F	1993	2201	22	WIM
715.	Limareva, Anastasiya 	RUS	F	1991	2201	24	WFM
716.	Ismailova, Lala 	AZE	F	1969	2200	46	WIM
717.	Mayer, Stepanka 	GER	F	1949	2200	66	WIM
718.	Kas-Fromm, Rita, Dr. 	GER	F	1956	2200	59	WIM
719.	Razumova, Tatiana 	RUS	F	1971	2200	44	
720.	Isgandarova, Khayala 	TUR	F	1988	2200	27	WIM
721.	Svechnikova, Marina. 	RUS	F	1966	2200	49	WIM
722.	Toth, Lili Dr. 	HUN	F	1986	2199	29	WIM
723.	Kim, Aleksandra V. 	RUS	F	1989	2199	26	WIM
724.	Ding, Linlin 	CHN	F	1981	2199	34	
725.	Boric, Elena 	BIH	F	1963	2199	52	WIM
726.	Ionescu, Viorica 	ROU	F	1960	2199	55	WIM
727.	Semenova, Irina 	RUS	F	1968	2199	47	WGM
728.	Liu, Xianglin 	CHN	F	1980	2199	35	
729.	Castrillon Gomez, Melissa 	COL	F	1995	2199	20	WIM
730.	Vakhania, Alexandra 	GEO	F	1986	2198	29	
731.	Ghader Pour, Shayesteh 	IRI	F	1984	2198	31	WIM
732.	Severiukhina, Zoja 	RUS	F	1990	2198	25	WGM
733.	Shpanko, Nadiia 	UKR	F	2002	2198	13	WFM
734.	Odeeva, Larisa 	TKM	F	1962	2198	53	WFM
735.	Dragomirescu, Angela 	ROU	F	1973	2198	42	WIM
736.	Luong, Minh Hue 	VIE	F	1986	2197	29	WFM
737.	Gasiunas, Natalia 	UKR	F	1957	2197	58	
738.	Borisova, Elizaveta 	RUS	F	1984	2197	31	WGM
739.	Trujillo Delgado, Dafnae 	ESP	F	1983	2197	32	WIM
740.	Kulovana, Eva 	CZE	F	1987	2197	28	WGM
741.	Marjanovics, Annamaria 	HUN	F	2001	2197	14	WFM
742.	Strizak, Natasa 	SRB	F	1973	2197	42	WFM
743.	Campos Vila, Milena 	CUB	F	1974	2197	41	WIM
744.	Hakimifard, Ghazal 	IRI	F	1994	2196	21	WIM
745.	Prathiba, Yuvarajan 	IND	F	1983	2196	32	WIM
746.	Gasik, Anna 	POL	F	1988	2196	27	WIM
747.	Exler, Veronika 	AUT	F	1990	2196	25	WFM
748.	Padurariu, Ioana Smaranda 	NED	F	1987	2196	28	WIM
749.	Zaksaite, Salomeja 	LTU	F	1985	2196	30	WIM
750.	Nguyen, Thuan Hoa 	VIE	F	1970	2196	45	WIM
751.	Dushenok, Anna 	RUS	F	1984	2196	31	WIM
752.	Jahn, Otilia 	GER	F	1968	2195	47	WIM
753.	Ostry, Irina 	KGZ	F	1950	2195	65	WIM
754.	Lutz, Anke 	GER	F	1970	2195	45	WIM
755.	Tverskaya, Julia 	USA	F	1959	2195	56	WIM
756.	Polihroniade, Elisabeta 	ROU	F	1935	2195	80	WGM
757.	Epstein, Esther 	USA	F	1954	2195	61	WIM
758.	Robbers, Natalia 	GER	F	1974	2195	41	
759.	Cousin-Sauer, Claudia 	GER	F	1963	2195	52	
760.	Maskova, Jana 	CZE	F	1964	2194	51	WIM
761.	Milovic, Aleksandra 	MNE	F	1986	2194	29	WIM
762.	Newrkla, Katharina 	AUT	F	1992	2194	23	WFM
763.	Sorokina, Anastasia 	AUS	F	1980	2194	35	WIM
764.	Vuksanovic, Sanja 	SRB	F	1967	2194	48	WGM
765.	Babayan, Armine 	ARM	F	1990	2194	25	
766.	Sahl, Sheila Barth 	NOR	F	1974	2194	41	WIM
767.	Ortiz, Nadya Karolina 	COL	F	1986	2194	29	WGM
768.	Pinchuk, Larisa 	UZB	F	1941	2194	74	
769.	Song, Yi 	CHN	F	1979	2193	36	
770.	Amed, Stephanie 	ARG	F	1990	2193	25	WIM
771.	Janssen, Ingrid 	NED	F	1945	2193	70	
772.	Amrayeva, Aytan 	AZE	F	1997	2193	18	WCM
773.	Jussupow, Ekaterina 	GER	F	1991	2193	24	WFM
774.	Erdos, Boglarka 	HUN	F	1992	2192	23	
775.	Movileanu, Daniela 	ITA	F	1996	2192	19	WFM
776.	Vrublevskaya, Olga 	RUS	F	1979	2192	36	WIM
777.	Aksionova, Tatiana 	UKR	F	1984	2192	31	
778.	Redko, Alyona 	UKR	F	1983	2192	32	WGM
779.	Hagesather, Ellen 	NOR	F	1978	2192	37	WIM
780.	Leks, Hanna 	POL	F	1989	2192	26	WIM
781.	Hamelink, Desiree 	NED	F	1981	2192	34	WIM
782.	Hernandez Alvarez, Tania Regla 	CRC	F	1963	2192	52	WIM
783.	Sinitsina, Nina A. 	RUS	F	1979	2191	36	
784.	Melekhina, Alisa 	USA	F	1991	2191	24	FM
785.	Csonkics, Tunde 	HUN	F	1958	2191	57	WGM
786.	Lupik, Marina 	RUS	F	1987	2190	28	WIM
787.	Tsereteli, Mzia 	GEO	F	1957	2190	58	
788.	Gazikova, Veronika 	SVK	F	1999	2190	16	WFM
789.	Suliati, Annisa 	INA	F	1999	2190	16	WFM
790.	Jakubiec, Edyta 	POL	F	1981	2190	34	WIM
791.	Belavenets, Liudmila 	RUS	F	1940	2190	75	WIM
792.	Lundina, Aelita 	RUS	F	1977	2190	38	WIM
793.	Feibert, Petra 	GER	F	1958	2190	57	WIM
794.	Karakashian, Narine 	ARM	F	1971	2190	44	WIM
795.	Stjazhkina, Olga 	RUS	F	1970	2190	45	WGM
796.	Shliahtich, Galina 	UKR	F	1973	2189	42	WIM
797.	Buervenich, Silvia 	SWE	F	1974	2189	41	WIM
798.	Baraeva, Marina 	RUS	F	1995	2189	20	WIM
799.	Jelica, Mara 	CRO	F	1974	2189	41	WIM
800.	Sharovatova, Anastasia 	RUS	F	1982	2189	33	WFM
801.	Jascenko, Olga 	CZE	F	1974	2189	41	WIM
802.	Kika, Dorota 	POL	F	1987	2188	28	WIM
803.	Dolgih, Kristina 	RUS	F	1975	2188	40	WIM
804.	Miladinovic, Lena 	SRB	F	1993	2188	22	WFM
805.	Przezdziecka, Ewa 	POL	F	1988	2188	27	WFM
806.	Vysochina, Nadezhda 	UKR	F	1973	2188	42	WIM
807.	Khorava, Miranda 	GEO	F	1977	2188	38	WIM
808.	Tokhirjonova, Gulrukhbegim 	UZB	F	1999	2188	16	WFM
809.	Petrenko, Svetlana 	MDA	F	1974	2188	41	IM
810.	Wang, Miao 	CHN	F	1969	2188	46	WFM
811.	Jadvizhena, Nadezhda 	UKR	F	1979	2188	36	
812.	Martinez, Aleidi Josefina 	VEN	F	1977	2188	38	WIM
813.	Sabaeva, Irina 	RUS	F	1970	2187	45	
814.	van Muenster, Kirsten 	GER	F	1976	2187	39	WFM
815.	Eric, Jovana 	SRB	F	1992	2187	23	WIM
816.	Parfenova, Olga 	RUS	F	1976	2187	39	WIM
817.	Horvath, Julia 	HUN	F	1960	2187	55	WIM
818.	Boidman, Marina 	GER	F	1957	2186	58	
819.	Bannikova, Anastasia 	RUS	F	1987	2186	28	WFM
820.	Mader, Manuela 	GER	F	1990	2186	25	WIM
821.	Priya P. 	IND	F	1987	2186	28	WIM
822.	Wang, Xiaohui 	CHN	F	1990	2186	25	WIM
823.	Chernyak, Viktoria 	RUS	F	1997	2186	18	WFM
824.	Maksimovic, Suzana 	SRB	F	1962	2186	53	WGM
825.	Ulrich, Rachel J 	USA	F	2000	2186	15	WFM
826.	Bashkite, Viktoria 	EST	F	1985	2186	30	WIM
827.	Laakmann, Anni 	GER	F	1937	2185	78	WFM
828.	Iltchouk, Elena 	UKR	F	1977	2185	38	WFM
829.	Elina, Elena 	UKR	F	1949	2185	66	
830.	Stupina, Elena 	RUS	F	1958	2185	57	WFM
831.	Mlakar, Brigitte 	AUT	F	1977	2185	38	WFM
832.	Gracheva, Elena 	RUS	F	1977	2185	38	
833.	Panina, Irina 	RUS	F	1952	2185	63	
834.	Iosif, Cristina 	ROU	F	1968	2185	47	WIM
835.	Lomibao, Sheerie Joy 	PHI	F	1979	2185	36	WFM
836.	Lissowska, Anna 	POL	F	1966	2185	49	WIM
837.	Kinsigo, Mari 	EST	F	1946	2185	69	WFM
838.	Eshchenko, Diana 	RUS	F	1955	2185	60	
839.	Genova, Ruzhka 	BUL	F	1963	2185	52	WIM
840.	Cuevas-Rodriguez, Maria Luisa 	ESP	F	1965	2185	50	WIM
841.	Lematschko, Tatjana 	SUI	F	1948	2185	67	WGM
842.	Paulet, Iozefina 	NED	F	1989	2184	26	WGM
843.	Corrales Jimenez, Zenia 	CUB	F	1989	2184	26	WIM
844.	Yu, Ting 	CHN	F	1982	2184	33	WIM
845.	Macek, Vlasta 	CRO	F	1952	2184	63	WIM
846.	Aseeva, Marina 	RUS	F	1960	2184	55	
847.	Assaubayeva, Bibisara 	KAZ	F	2004	2183	11	WFM
